,article_name,content,enumeration_in_article,file_id,language_code
164,NLP la magia de las máquinas que entienden,"The truth is that, despite these limitations, very interesting, functional and valuable things can be done. The challenge is to understand what works, what doesn't and why, to know how to use the best tools, optimise their use and try to improve their performance for each specific business case.",32,6,en
165,NLP la magia de las máquinas que entienden,"The future dream in this field is to arrive at methods that do not need human examples or, at least, to reduce their dependence significantly. We want machines that do not need millions of examples of labelled word-by-word sentences to learn.",33,6,en
166,NLP la magia de las máquinas que entienden,"It is already known that some methods allow machines to learn without needing examples. These are the methods behind the machines that play chess better than the great chess masters or those that beat the best gamers in the world in some video games. But can these methods be extrapolated to other areas of Artificial Intelligence, such as NLP? For example, can we reach machines that just by ""observing"" us talking, can understand what we say?",34,6,en
167,Shaping the metaverse,"A few months ago, I received a  newsletter in which, as if it were a chapter in Black Mirror, it affirmed the existence of a mixed physical-virtual universe called Metaverse. With intrigue, I searched on the internet and found out that  rather than a social media one, so they were  to work in it. Another news said that the video game developer and publisher Epic Games, owner of the popular Fortnite, got a  to develop their Metaverse. These companies and many more have followed the same vision. So, what is the metaverse? Why are these tech giants so interested in it? What does AI have to do with all of this? Well, I will tell you how both humans and machines are shaping the Metaverse.",0,7,en
168,Shaping the metaverse,"To give you an idea about Metaverse, I will give you an example with films such as  or . In both, the characters live in an earthly world, like the one we live in. However, in both, the characters are aware that their reality has two worlds or realities which share the consequences of what happens in each other. For example, in Ready Player One, there is a virtual world called Oasis in which you access through gadgets that let you to live and interact with that world. In Avatar, there is the planet Pandora in which humans can transfers their consciousness through a capsule to a humanoid being living on the planet. These films show that what happens in Oasis or Pandora has a direct effect on the reality and it is because both the Oasis and Pandora have been merged into a single entity with our world. Today there is no clear definition to Metaverse but, for me, it is every experience that can be constantly shaping and replicating on both virtual and physical world, reprogramming beings and machines.",1,7,en
169,Shaping the metaverse,"These films can give a sense about some properties and characteristics that the Metaverse will address in the future and that have been mapped in a , highlighting 9 key characteristics:",2,7,en
170,Shaping the metaverse,"All these 9 ingredients will allow us to go further in our world, from a passive participation of digital content to a totally active and inclusive one, where each action we make will affect our physical and virtual environment simultaneously.",3,7,en
171,Shaping the metaverse,"But why large companies have invested so much in the development of this Metaverse? It is because the increase in social networks, entertainment, and technological advances such Blockchain and AI that have being immerse in our everyday activities.",4,7,en
172,Shaping the metaverse,"The lockdown promoted and reassured the use of digital platforms as alternative means to entertain, socialize, shop, work and more. We have made these digital means part of us. This is reflected with data collected by  of the surveyed say that their now-a-days life is technology dependent. Jon Radoff, an American entrepreneur, explains in our lives through human-machine trends:",5,7,en
173,Shaping the metaverse,"Virtual Mainstreaming: People tend to make the digital world to be as real as the physical world. If you've ever played Farmville on Facebook, or were on Haboo making friends, you will sense the feeling of reality in these games. Or to put other examples, Amazon adopted the way of shopping, or Netflix's watching movies from home. We are unconsciously using the digital version of what we do physically in the real world, and we love it. As Beth Kindig writes in her article for Forbes: ""If you experience moments where your virtual life online feels as real as your physical life, then you 've dipped your toe into the idea of a Metaverse.""",6,7,en
174,Shaping the metaverse,"Simulating Reality: As Jon Radoff mentions in , we will go beyond the Internet of Things (IoT) to an Internet of Everything. Technological advances let us think that, in the coming years, machines will be able to acquire and process huge amounts of data from our world in real time, allowing the Persistent and Reactive properties mentioned in the . In addition, with the arrival of the , digital twins will allow us to simulate and explore in much more controlled environments better ways to optimize and operate real objects. This gives us the opportunity to simulate how a factory operates like in , how it feels to, or to generate .",7,7,en
175,Shaping the metaverse,"To make real the Metaverse, we need machines to understand us and be reactive to our interaction, and AI has the potential to achieve them. In fact, AI will have a key role being facilitator of interactions, participant within this universe and support for the human being, getting involved in processes of creativity, automation, security, and privacy, becoming our best partner. Think of writers like J. K. Rowling, author of Harry Potter, who was able to construct a thrilling story in a magical world, rich in detail. By reading or watching its movies we may experience the Harry Potter universe to a certain extent. Instead, if we want to create our own universe and let people be part actively on it, AI will support us in creating compelling stories like we could do in  like tools, forming more realistic characters with , or speeding up the construction of entire spaces with .",8,7,en
176,Shaping the metaverse,"Moreover, it will not only be enough for us to create this new universe, but it should remain attractive and immersive enough, so people want to participate and interact in it actively.  that will help us understand better our users and continue to create memorable experiences for them. However, as it is sensitive information on the playground, the Metaverse will involve Blockchain. As suggested by the authors of the , this technology mix will potentially ensure the transfer of data from each of the users to the Metaverse, to have traceability of who and why the user data has been used and maintain dynamic parameters that reduce vulnerability during encryption.",9,7,en
177,Shaping the metaverse,"Calandra, C. (2021, 1 julio). Entering the meta realm. Wunderman Thompson. Recuperado 2 de noviembre de 2021, de https://www.wundermanthompson.com/insight/entering-the-meta-realm",10,7,en
178,Shaping the metaverse,"Newton, C. (2021, 22 julio). Mark Zuckerberg is betting Facebook’s future on the metaverse. The Verge. Recuperado 2 de noviembre de 2021, de https://www.theverge.com/22588022/mark-zuckerberg-facebook-ceo-metaverse-interview",11,7,en
179,Shaping the metaverse,"BBC News. (2021, 18 octubre). Facebook to hire 10,000 in EU to work on metaverse. Recuperado 2 de noviembre de 2021, de https://www.bbc.com/news/world-europe-58949867",12,7,en
180,Shaping the metaverse,"Epic Games. (2021, 13 abril). Announcing a $1 Billion Funding Round to Support Epic’s Long-Term Vision for the Metaverse. Recuperado 2 de noviembre de 2021, de https://www.epicgames.com/site/en-US/news/announcing-a-1-billion-funding-round-to-support-epics-long-term-vision-for-the-metaverse",13,7,en
181,Shaping the metaverse,"Epic Games. (s. f.). Fortnite and Travis Scott Present: Astronomical. Recuperado 2 de noviembre de 2021, de https://www.epicgames.com/fortnite/en-US/news/astronomical",14,7,en
182,Shaping the metaverse,"Wunderman Thompson Intelligence. (2021, 14 septiembre). New trend report: Into the Metaverse. Wunderman Thompson. Recuperado 2 de noviembre de 2021, de https://www.wundermanthompson.com/insight/new-trend-report-into-the-metaverse?j=61174&sfmc_sub=37405083&l=65_HTML&u=4069500&mid=110005021&jb=9008",15,7,en
183,Shaping the metaverse,"Ortiz-Ospina, E. (2019, 18 septiembre). The rise of social media. Our World in Data. Recuperado 2 de noviembre de 2021, de https://ourworldindata.org/rise-of-social-media",16,7,en
184,Shaping the metaverse,"Radoff, J. (2021, 1 noviembre). 9 Megatrends Shaping the Metaverse - Building the Metaverse. Medium. Recuperado 2 de noviembre de 2021, de https://medium.com/building-the-metaverse/9-megatrends-shaping-the-metaverse-93b91c159375",17,7,en
185,Shaping the metaverse,"Kindig, B. (2021, 3 septiembre). The Key To Unlocking The Metaverse Is Nvidia’s Omniverse. Forbes. Recuperado 2 de noviembre de 2021, de https://www.forbes.com/sites/bethkindig/2021/09/02/the-key-to-unlocking-the-metaverse-is-nvidias-omniverse/?sh=62ca37795e17",18,7,en
186,Shaping the metaverse,"NVIDIA. (2021, 1 noviembre). NVIDIA OmniverseTM Platform. NVIDIA Developer. Recuperado 2 de noviembre de 2021, de https://developer.nvidia.com/nvidia-omniverse-platform",19,7,en
187,Shaping the metaverse,"NVIDIA. (2021a, abril 13). NVIDIA Omniverse - Designing, Optimizing and Operating the Factory of the Future. YouTube. Recuperado 2 de noviembre de 2021, de https://www.youtube.com/watch?v=6-DaWgg4zF8",20,7,en
188,Shaping the metaverse,"Safian-Demers, E. (2021, 25 marzo). Augmented living. Wunderman Thompson. Recuperado 2 de noviembre de 2021, de https://www.wundermanthompson.com/insight/augmented-living",21,7,en
189,Shaping the metaverse,"Ankers, A. (2021, 19 octubre). The US Army Is Planning a Huge Experiment With Robot Tanks. IGN. Recuperado 2 de noviembre de 2021, de https://www.ign.com/articles/us-army-robot-tanks-experiment-planned?utm_source=twitter",22,7,en
190,Shaping the metaverse,"Jeon, H., Youn, H., Ko, S., & Kim, T. (2021, 3 agosto). Blockchain and AI Meet in the Metaverse. IntechOpen. Recuperado 2 de noviembre de 2021, de https://www.intechopen.com/online-first/77823#B1",23,7,en
191,Shaping the metaverse,"Epic Records [Travis Scott]. (2020, 26 abril). Travis Scott and Fortnite Present: Astronomical (Full Event Video) [Vídeo]. YouTube. https://www.youtube.com/watch?v=wYeFAlVC8qU",24,7,en
192,Shaping the metaverse,"Wunderman Thompson Intelligence. (2021a, septiembre 14). Mapping the Metaverse [Gráfico]. Into the Metaverse. https://www.wundermanthompson.com/insight/new-trend-report-into-the-metaverse?j=61174&sfmc_sub=37405083&l=65_HTML&u=4069500&mid=110005021&jb=9008",25,7,en
193,Shaping the metaverse,"Our World in Data. (2019, 18 septiembre). Number of people using social media platforms, 2004 to 2018 [Gráfico]. The rise of social media. https://ourworldindata.org/rise-of-social-media",26,7,en
194,Shaping the metaverse,Haboo. (s. f.). [Avatars at the disco in Haboo]. Haboo. https://www.habbo.es/playing-habbo/what-is-habbo,27,7,en
195,Shaping the metaverse,"Jeon, H., Youn, H., Ko, S., & Kim, T. (2021, 3 agosto). Relationship between the real world and the Metaverse. [Gráfico]. Blockchain and AI Meet in the Metaverse. https://www.intechopen.com/online-first/77823#B1",28,7,en
196,Shaping the metaverse,"Promethean AI. (2021, 5 marzo). Promethean AI Keynote [Ilustración]. Promethean AI. https://www.youtube.com/watch?v=hA0MsGWvmzs",29,7,en
197,Quantum Computing vs an Old Computer Problem ,"Have you ever been to the supermarket and wondered what was the most efficient path to find all your groceries? Or perhaps on holiday, have you ever wanted to plan a journey going through as many tourist attractions in the shortest route?",0,8,en
198,Quantum Computing vs an Old Computer Problem ,"If you only have a few items on your list, this isn’t so hard. You might know the quickest way from the vegetables isle to the bakery, but what if your shopping list had a hundred items on it?",1,8,en
199,Quantum Computing vs an Old Computer Problem ,"Then it becomes harder. The number of different ways you could plan your route gets really big as the number of items increases. For 5 items on a list, there are 120 different routes you could go. For 10 items, that becomes 362,880 different possible routes!",2,8,en
200,Quantum Computing vs an Old Computer Problem ,"This type of problem is known as the traveling salesman problem (TSP), after its popular description in the 1930s [1] where a salesman has to find the shortest route to visit a list of cities. Variants of the TSP can be seen in many areas of business and science. A shipping company wanting to lower its operating costs might want to find the best route for shipping cargo to many different countries. In X-ray crystallography [2] a detector needs to measure the intensity of X-rays from many different positions on a sample. The order in which these measurements are made doesn’t matter, but repositioning the sample requires moving 4 motors, sometimes for hundreds of thousands of samples.",3,8,en
201,Quantum Computing vs an Old Computer Problem ,"For a large number of destinations, or X-ray positions, it would be impractical to go through each possible pathway and find the shortest route (the brute-force approach). What this means is we can only try some of the paths and try to make our way to a good solution (not always the best one). There are a range of different algorithms you can use to do this, , , , , and  Here we will only consider simulated annealing (SA).",4,8,en
202,Quantum Computing vs an Old Computer Problem ,"Simulated annealing is an optimization method inspired by metallurgy, a process that heats and cools a metal to improve its physical properties. To get a solution to our TSP, we start from some random path (we shuffle all the cities on our list), and then make changes to our path for some period of time. First, we calculate the total distance across our path by adding up all the distances from each pair of cities. Then, we propose a new path, which is the same as the old path, but we swap at random two of the cities along with the list.",5,8,en
203,Quantum Computing vs an Old Computer Problem ,"Depending on whether the new path is longer than the old path, we accept or reject it with a probability. If we accept the new path, the old path is replaced by the new path. We repeat this proposal process for many iterations and eventually, we reach a path that is much better than the random one we started with. The diagrams below [3] show an example of annealing for points in a 3D grid. The process starts from the image on the left, and after the annealing process, the right.",6,8,en
204,Quantum Computing vs an Old Computer Problem ,"So where does quantum come in? Quantum annealing (QA) follows a similar approach to SA, but it optimizes a quantum system instead of a classical system in the case of SA [5]. To do QA, you need a quantum computer known as a quantum annealer. The main difference between QA and SA is that QA maps our problem (finding the best route) to finding the lowest energy state of a physical system. This allows us to use some phenomena from quantum mechanics to potentially solve our problem faster.",7,8,en
205,Quantum Computing vs an Old Computer Problem ,"With SA, the space of possible solutions is sampled one at a time. With QA, we can start from a great many possible paths at once. This is known as a superposition and effectively allows us to consider a greater number of paths at one time. QA also takes advantage of quantum tunneling, a phenomenon in which a quantum system has a probability of escaping local minima. In the diagram, we see how this works. Starting from the red path we want to get to the blue path but the paths in between have a significant increase in length. Using SA it is very unlikely for the classical path (green) because the increase in length is so great.  But with QA, we have a probability of tunneling through (purple) to get to the blue path.",8,8,en
206,Quantum Computing vs an Old Computer Problem ,"Whilst theoretically this is great, there are a few limitations in practice. Firstly, the quantum annealers of today are relatively small scale. As of the time of writing, only a path of 9 cities has been solved [9] which is orders of magnitude less than the  cities that can be done on powerful supercomputers [6]. That said, the company that makes quantum annealers, D-Wave, lists  including traffic flow optimization and waste collection optimization for sustainable cities [7].",9,8,en
207,Quantum Computing vs an Old Computer Problem ,"For more information on the traveling salesman problem, . If you’d like to learn more about quantum annealing, I recommend you .",10,8,en
208,Quantum Computing vs an Old Computer Problem ,If you want to know more about Quantum Computing read my blog,11,8,en
209,Medical utopias between design and AI,"Globally, the healthcare system changed the way users connect to different types of medical services. After COVID-19, the appropriation of telemedicine has manifested itself globally. In 2018, this medicine modality started to be priced at $38.046 million USD and is expected to increase to $103.897 million USD by 2024. (Frontiersin, 2018).",0,9,en
210,Medical utopias between design and AI,"According to the article How to Measure the Value of Virtual Health Care (2021), before COVID-19, telemedicine care only reached 1% in the United States. At those times, virtual care did not have a direct relationship with a person in the health sector behind a screen, i.e., there was a total disconnection between the virtual ecosystem and face-to-face care.",1,9,en
211,Medical utopias between design and AI,"Moving on to a more specific context, in Colombia, according to figures from MinSalud, on April 30th, 2021, only 4% of the total number of health service provider institutions had enabled the telemedicine modality (MinSalud, 2021). Concerning the number of appointments performed using telemedicine before the pandemic caused by COVID-19, in Colombia, this figure did not reach 50,000 (Delgado, 2020).",2,9,en
212,Medical utopias between design and AI,"On the other hand, during the period between March 2020 and March 2021, an average of 49.5 million teleconsultations were performed under this modality per month (MinSalud, 2021). Additionally, for the same period of time, 32.5 telehealth consultations were carried out (2.5 per month on average) (MinSalud, 2021).",3,9,en
213,Medical utopias between design and AI,"Due to the pandemic, medical care through teleconsultations increased considerably, undeniably generating significant challenges for the sector. As a result, its operations and technology centers of medical care centers and hospitals have been transformed, and the experience in medical health services has had to face new ways of solving the challenges and needs of users when making use of the medical service virtually.",4,9,en
214,Medical utopias between design and AI,"Benefits that telemedicine has brought with it should be emphasized, for example, shortening distances and times for users, more efficient operating processes, and a model of care based on clinical suitability. It means that it is possible to decide which patients should and can be attended by teleconsultation and which can be attended by traditional face-to-face medicine, and who will be able to have hybrid care. In addition, it is possible to decide who will have the ability to monitor and carry out remote controls of medical and surgical procedures; and which communities will be protected by reducing their exposure to hospitals and centers with high potential infectious load, among others (Márquez, 2020).",5,9,en
215,Medical utopias between design and AI,"Thus, the telemedicine service has solved several of the needs initiated from the pandemic in the health service before it. But the use of this new modality has also originated new pains and conditions in the service. It has differences from the traditional care; the interaction between doctor-patient has been weakened, and some users claim that the empathy that doctors have in front of a screen is lower than usual (Márquez, 2020).",6,9,en
216,Medical utopias between design and AI,"On the other hand, patients also claim their fear of misdiagnosis because telemedicine generates gaps concerning the physical review; it can trigger that the service experience is not optimal for the patient. Many physicians were not trained in this type of care before the pandemic, which generated inconveniences when it came to humanizing a service provided in a purely digital way.",7,9,en
217,Medical utopias between design and AI,"In addition to this, another pain of this modality is that it requires the population to use smart devices. Still, the country has a population with low monetary acquisition for this type of commodity and high levels of digital illiteracy (Márquez, 2020).",8,9,en
218,Medical utopias between design and AI,"With new needs, design thinking generates value by promoting ideas that innovate and produce solutions to user pains in the health sector. However, design can intervene in any user medical care touchpoints, either from the medical closer approach, in appointment preparation, following up the treatment, and at the end of the intervention.",9,9,en
219,Medical utopias between design and AI,"Thanks to in-depth interviews, it is possible to understand the needs of the patient's health service experience to understand their context and generate value solutions consistent with their realities. After this, based on the information collected and preliminary findings, brainstorming, and co-creation sessions, creativity-based techniques are promoted to generate as many solutions as possible to choose the most valuable ones in the end.",10,9,en
220,Medical utopias between design and AI,"Finally, the aim is to convert these ideas into tangible prototypes to visualize and corroborate these opportunities and reach a successful final result.",11,9,en
221,Medical utopias between design and AI,The ultimate purpose of applying design thinking to any sector is to improve the user experience in all service touchpoints. To create new dynamics that change some moment of the journey or generate points of contact (both digital and non-digital) that improve or enhance the patient's experience.,12,9,en
222,Medical utopias between design and AI,"Now, why use AI to improve the user experience? Because Artificial Intelligence (AI) also has the potential to transform the way healthcare is delivered and can lead to better outcomes and improve productivity and efficiency in service delivery.",13,9,en
223,Medical utopias between design and AI,"This technology can produce a wide range of improvements, such as better focusing a physician's efforts to create a diagnosis or early detection of the development of more severe conditions before they arise.",14,9,en
224,Medical utopias between design and AI,"Although AI is rising and its long-term implications are uncertain, its future applications in healthcare delivery and how each of us thinks about our health may be transformative.",15,9,en
225,Medical utopias between design and AI,"We can imagine a future where data obtained from wearables, portable devices, and implants change our understanding of human biology, enabling personalized, real-time treatment for all.",16,9,en
226,Medical utopias between design and AI,"Preferential behaviors towards remote monitoring and diagnostic tests are currently trending. In addition, the relevance of algorithms for sorting and classifying stored patient data has led to a change in the dynamics of visiting the doctor (Future Today Institute, 2021).",17,9,en
227,Medical utopias between design and AI,"Thanks to smartphones and smartwatches use, blood pressure readings and electrocardiograms are just a click away. In addition, data recorded and stored in the cloud daily has made it possible to monitor and diagnose people's health status in real-time. (Future Today Institute, 2021).",18,9,en
228,Medical utopias between design and AI,"""People who wear an Apple Watch know that an abnormally high or low heart rate or rhythm may suggest atrial fibrillation"" (Future Today Institute, 2021).",19,9,en
229,Medical utopias between design and AI,"Thus, the aforementioned diagnostic devices link to moments of need for contact, consultation, and follow-up/treatment. In other words, the data collected by this type of device in the home will allow quick and timely detection of health problems, generating alerts for the user to inquire more about their medical condition and approach specialists in the sector.",20,9,en
230,Medical utopias between design and AI,"On the other hand, in this first need for contact, the dynamics of taking action through these devices begin to change. However, when the patient detects atypical data in his devices generated daily, he would contact his health care provider to evaluate the problem in greater detail.",21,9,en
231,Medical utopias between design and AI,"The intervention of these devices to automatically connect patients with doctors and pharmacists generates less concern for the user to take action regarding their medical condition. Automating these processes will allow for better medical care, more assertive diagnoses, and a faster connection with the entire healthcare ecosystem related to the patient, alleviating the pains mentioned above of teleconsultation, such as the fear of misdiagnosis.",22,9,en
232,Medical utopias between design and AI,"Likewise, the data generated will provide a more efficient medical consultation and a better follow-up of the treatment given; this data will help the medical staff to have an accurate and precise diagnosis of the pathology at the time of the consultation.",23,9,en
233,Medical utopias between design and AI,"The creation of these devices has generated changes in the way patients interact with their doctors and the healthcare system. However, these devices do not come out of anywhere; they are born from a rigorous process of conceptualization through Design Thinking and the technological development behind it. In short, they are born thanks to methodologies (such as AI4UX from Equinox AI Lab) that unite the best of both fields of knowledge.",24,9,en
234,Medical utopias between design and AI,"AI models could be used to analyze data generated by wearables (for example, a portable heart monitor or a smartwatch) to identify among many measurements points those that could represent conditions of severity to then be analyzed by specialized medical personnel. This approach can optimize the time spent by specialists in these tasks by helping them focus their efforts on analyzing the most critical data, avoiding the review of thousands of measurements that do not represent significant values.",25,9,en
235,Medical utopias between design and AI,"Pharmacies have been the most frequent point of contact for people regarding immediate and fast medical care (Pérez & Silva, 2015). Being family and community spaces, they generate a strategic role in advising and connecting patients with other health services.",26,9,en
236,Medical utopias between design and AI,"If we add to this connection the use of data related to patient's health, the role of these places would be enhanced and with more significant evolution in the sector. For example, the pilot program of CVS Pharmacy, with more than 1,000 branches in the United States, automatically analyzed and detected customers with high rates of non-compliance in the control and management of their health conditions. This information enabled the prioritization of patients for training programs and individual counseling for each pharmacist to prevent or treat chronic diseases for each branch's users (CVS Health, 2021).",27,9,en
237,Medical utopias between design and AI,"This pilot shows a judicious consumption of medicines by patients and a closing of gaps in medical care, an increased focus on preventive medicine, a reduction of unnecessary doctor or emergency services visits, and lower medical costs (CVS Health, 2021).",28,9,en
238,Medical utopias between design and AI,"It is not just a matter of generating data just to develop it. It is essential to give this information a valuable purpose that addresses the needs of patients to provide a higher level of medical well-being. Currently, there is pain in the virtual care of patients, which requires the support of non-specialized medical personnel for the physical care of patients who cannot go to medical health centers due to mobility problems or lack of time or resources.",29,9,en
239,Medical utopias between design and AI,"At first glance, it is possible to say that this pain could be covered by non-specialized health personnel in pharmaceutical centers in the community. Still, a strategic Design Thinking process would be of great importance to design the whole experience and correctly address every need and opportunity in this situation, from the appointment request to the follow-up of the condition and closure of the process.",30,9,en
240,Medical utopias between design and AI,"In this case, a possible AI solution could be analyzing the different drugs that a person consumes to identify potential diseases that could develop because of their doses and the side effects that the current drugs could create. Therefore, this approach could be a step forward in implementing preventive medicine since it is looking for ways to foresee possible medical conditions so that the user can take the necessary measures.",31,9,en
241,Medical utopias between design and AI,"As could be seen in the previous examples, the business opportunities are many, considering that other types of approaches can be developed for these same situations. There are many opportunities for improvement if you look closely at the whole process that a user has, from the moment the patient has a medical appointment to the completion of treatment. Identifying the user's most important pains, and adding the use of technological tools such as Artificial Intelligence, will impact user experience and will optimate resources in the health system enormously.",32,9,en
242,Medical utopias between design and AI,"In countries where the transition of using new technologies started, those who correctly identify the user's pains and locate the most successful technologies are the ones who will be able to take advantage of all the opportunities that open up by addressing problems using UX.",33,9,en
243,Medical utopias between design and AI,"Angela Spatharou, Solveigh Hieronimus, y Jonathan Jenkins. (10 de marzo 2020). Transforming healthcare with AI: The impact on the workforce and organizations. McKinsey & Company.",34,9,en
244,Medical utopias between design and AI,"Delgado, H. (2020, julio 19). «La pandemia generó una transformación en el sistema de salud»: Presidente de Acemi. El País. Recuperado 29 Mayo, 2022, a partir de",35,9,en
245,Medical utopias between design and AI,"Fuller D, Colwell E, Low J, Orychock K, Tobin MA, Simango B, Buote R, Van Heerden D, Luan H, Cullen K, Slade L y Taylor NGA. (8 de septiembre 2020). Reliability and Validity of Commercially Available Wearable Devices for Measuring Steps, Energy Expenditure, and Heart Rate: Systematic Review.",36,9,en
246,Medical utopias between design and AI,"MinSalud. (2021a). Cifras Aseguramiento en Salud. Recuperado 29 Mayo, 2022, a partir de",37,9,en
247,Medical utopias between design and AI,"MinSalud. (2021b). Gasto de Salud en Colombia. Recuperado 29 Mayo, 2022, a partir de",38,9,en
248,Medical utopias between design and AI,"Márquez V, Juan Ricardo. (2020). Teleconsulta en la pandemia por Coronavirus: desafíos para la telemedicina pos-COVID-19. Revista colombiana de Gastroenterología, 35(Suppl. 1), 5-16.",39,9,en
249,Medical utopias between design and AI,Omar Ford. (20 de septiembre 2020). 10 FDA Cleared or Approved Wearable Devices that Redefined Healthcare. Medical Device and Diagnostic Industry.,40,9,en
250,Medical utopias between design and AI,Revista Frontiersin (2020). Telemedicine Across the Globe-Position Paper From the COVID-19 Pandemic Health System Resilience PROGRAM (REPROGRAM) International Consortium (Part 1) . Frontiers in Public Health . Recuperado de,41,9,en
251,Random Number Generator,"Humans are really bad at picking random numbers. For instance, choosing 1 or 10 doesn’t seem so random because they are the largest and smallest numbers. A number picked near the middle intuitively feels more random than one at the higher or lower end. Even numbers seem less random than odd ones (though there is no reason for this to be true).",0,10,en
252,Random Number Generator,"A true random number is equally likely to be any of the numbers and is completely independent of any previous number chosen. That means if you were to choose a large set of random numbers, each one would appear an equal number of times and it would be impossible to predict with absolute certainty the next few numbers. If you were to keep generating random numbers forever, you could produce any sequence of numbers (although this may take longer than the lifetime of the universe).",1,10,en
253,Random Number Generator,"For much of human history, random numbers were only used in games of chance. Dice go back 5,000 years . During WW2, random numbers became an important statistical tool for von Neuman when he was working on the Manhattan project  and for use by the Germans in sending encrypted messages.",2,10,en
254,Random Number Generator,"From the Manhattan project  came Monte Carlo methods. These are simulations that take a large number of samples from a model using random numbers to compute something that would be difficult to solve otherwise. They are a powerful and ubiquitous tool in physics, economics and data science. It became clear that random numbers were increasingly useful in areas of science, cryptography and statistics. More recently, with the abundance of private information sent over the internet, there is considerable need to generate a large number of random numbers for various encryptions standards .",3,10,en
255,Random Number Generator,"Computers generate random numbers in a deterministic way by taking a number that is close enough to being random (known as the seed) and then performing some iterative process to generate a sequence of numbers that appears random. For simple processes, the seed can be digits from the computers time in milliseconds.",4,10,en
256,Random Number Generator,"Different algorithms generate the sequence in different ways. The middle square method used by von Neuman  took a three-digit number, squared it, and took the middle three digits as the next number in the sequence. For instance, starting from 123, you compute 1232 = 15129 and just take 512 as the next number and repeat as long as needed.",5,10,en
257,Random Number Generator,"Another method, the linear congruential method, generates the next term by calculating:",6,10,en
258,Random Number Generator,"Where  is the next term in the sequence,  is the previous term,  is the multiplier,  is the increment and  is the modulus. This sequence will repeat with a period less than m.",7,10,en
259,Random Number Generator,"However, these methods are called Pseudorandom number generators (PRNGs) and do not actually produce random numbers. Anyone who knows the seed (initial random number) and the algorithm can generate the entire sequence with complete certainty. If left to run for long enough, both the middle square method and linear congruential method will repeat. This is fine for videogames where it is the feeling of randomness which matters, but not so great for encrypting communications . With insider knowledge of the PRNG, an attacker could decrypt the communication.",8,10,en
260,Random Number Generator,"Thankfully there are ways of generating truly random numbers based on physical processes. Atmospheric noise, the cosmic microwave background (the effect that caused static on old TVs) and radioactive decay are good examples. We can measure radio wave or microwave radiation, or the number of clicks from a Geiger counter.",9,10,en
261,Random Number Generator,"Quantum computers can also be used for this purpose. They are effectively controlled physical experiments leveraging quantum mechanics to perform some computation. Since randomness is an inherent part of quantum mechanics, quantum computers, unlike classical ones used by von Neuman, can serve as a True Random Number Generator (TRNG) . This is because a quantum system can exist in a superposition of possible states, and following a measurement takes on one of these states. Whilst we can know the probability of the system taking each of these states, we cannot know with absolute certainty which it will take .",10,10,en
262,Random Number Generator,Below is an example of how n random numbers (from 0 to nmax) can be generated using IBM’s quantum computer. The code creates a quantum circuit with enough qubits to represent the power of 2 greater than nmax. The qubits are then put into a superposition and measured to obtain the random number. This process is repeated 1000 times and sampled n times to produce the numbers.,11,10,en
263,Random Number Generator,"The TRNG implemented here is hardly the most practical implementation. It is rather slow, requires access to IBM’s cloud infrastructure, is vulnerable to interception, and runs on a device cooled to nearly absolute zero. A more useful implementation of this concept was done 20 years ago by the Swiss company ID Quantique, using a photonic chip. Newer models can be integrated in desktop PCs with PCIe connectivity or even USB .",12,10,en
264,Random Number Generator,"Humans are really bad at picking random numbers. For instance, choosing 1 or 10 doesn’t seem so random because they are the largest and smallest numbers. A number picked near the middle intuitively feels more random than one at the higher or lower end. Even numbers seem less random than odd ones (though there is no reason for this to be true).",13,10,en
265,Random Number Generator,"A true random number is equally likely to be any of the numbers and is completely independent of any previous number chosen. That means if you were to choose a large set of random numbers, each one would appear an equal number of times and it would be impossible to predict with absolute certainty the next few numbers. If you were to keep generating random numbers forever, you could produce any sequence of numbers (although this may take longer than the lifetime of the universe).",14,10,en
266,Random Number Generator,"For much of human history, random numbers were only used in games of chance. Dice go back 5,000 years (Piovano, 2011/2016). During WW2, random numbers became an important statistical tool for von Neuman when he was working on the Manhattan project (Metropolis, 1987) and for use by the Germans in sending encrypted messages.",15,10,en
267,Random Number Generator,"From the Manhattan project (Metropolis, 1987) came Monte Carlo methods. These are simulations that take a large number of samples from a model using random numbers to compute something that would be difficult to solve otherwise. They are a powerful and ubiquitous tool in physics, economics and data science. It became clear that random numbers were increasingly useful in areas of science, cryptography and statistics. More recently, with the abundance of private information sent over the internet, there is considerable need to generate a large number of random numbers for various encryptions standards (Zhou & Tang, 2011).",16,10,en
268,Random Number Generator,"Computers generate random numbers in a deterministic way by taking a number that is close enough to being random (known as the seed) and then performing some iterative process to generate a sequence of numbers that appears random. For simple processes, the seed can be digits from the computers time in milliseconds.",17,10,en
269,Random Number Generator,"Different algorithms generate the sequence in different ways. The middle square method used by von Neuman (Neuman, 1951) took a three-digit number, squared it, and took the middle three digits as the next number in the sequence. For instance, starting from 123, you compute 1232 = 15129 and just take 512 as the next number and repeat as long as needed.",18,10,en
270,Random Number Generator,"Another method, the linear congruential method (Thomson, 1958), generates the next term by",19,10,en
271,Random Number Generator,"Where Xi+1  is the next term in the sequence,  is the previous term,  is the multiplier,  is the increment and  is the modulus. This sequence will repeat with a period less than m.",20,10,en
